22-13-8-8-8-0 5 3 2 2 2 0
22-14-5-5-5-0 8 4 0 0 0 0
22-14-7-7-7-0 1 0 0 0 0 0
22-14-8-8-8-0 5 2 0 0 0 0
22-14-9-9-9-0 3 2 1 1 1 0
22-15-10-10-10-0 2 2 2 2 2 0
22-15-5-5-5-0 2 0 0 0 0 0
22-15-6-6-6-0 2 0 0 0 0 0
22-15-7-7-7-0 6 2 1 1 1 0
22-15-8-8-8-0 9 4 2 2 2 0
22-15-9-9-9-0 16 12 9 9 9 0
22-16-10-10-10-0 5 4 3 3 3 0
22-16-6-6-6-0 1 1 0 0 0 0
22-16-7-7-7-0 9 5 3 3 3 0
22-16-8-8-8-0 11 6 3 3 3 0
22-16-9-9-9-0 2 1 0 0 0 0
22-17-11-11-11-0 2 1 1 1 1 0
22-17-5-5-5-0 1 0 0 0 0 0
22-17-9-9-9-0 1 1 1 1 1 0
22-18-10-10-10-0 1 1 1 1 1 0
22-18-5-5-5-0 1 1 1 1 1 0
22-18-6-6-6-0 1 0 0 0 0 0
22-18-9-9-9-0 1 1 1 1 1 0
22-19-9-9-9-0 8 7 2 2 2 0
22-20-9-9-9-0 2 2 0 0 0 0
23-10-5-5-5-0 11 3 0 0 0 0
23-10-6-6-6-0 2 2 2 2 2 0
23-10-7-7-7-0 1 0 0 0 0 0
23-11-4-4-4-0 1 0 0 0 0 0
23-11-5-5-5-0 2 1 1 1 1 0
23-12-5-5-5-0 4 2 0 0 0 0
23-12-7-7-7-0 14 5 2 2 2 0
23-13-4-4-4-0 7 2 1 1 1 0
23-13-5-5-5-0 1 1 0 0 0 0
23-13-6-6-6-0 3 1 0 0 0 0
23-13-7-7-7-0 5 1 1 1 1 0
23-13-8-8-8-0 13 10 6 6 6 0
23-13-9-9-9-0 2 1 1 1 1 0
23-14-10-10-10-0 1 0 0 0 0 0
23-14-4-4-4-0 2 0 0 0 0 0
23-14-5-5-5-0 11 7 1 1 1 0
23-14-6-6-6-0 1 0 0 0 0 0
23-14-7-7-7-0 10 6 4 4 4 0
23-14-8-8-8-0 7 3 3 3 3 0
23-14-9-9-9-0 2 1 1 1 1 0
23-15-5-5-5-0 11 8 4 4 4 0
23-15-6-6-6-0 2 1 0 0 0 0
23-15-7-7-7-0 10 7 2 2 2 0
23-15-8-8-8-0 12 8 6 6 6 0
23-15-9-9-9-0 7 5 3 3 3 0
23-16-5-5-5-0 1 0 0 0 0 0
23-16-6-6-6-0 3 3 1 1 1 0
23-16-7-7-7-0 17 15 6 6 6 0
23-16-8-8-8-0 9 6 3 3 3 0
23-16-9-9-9-0 12 7 6 6 6 0
23-17-10-10-10-0 2 1 1 1 1 0
23-17-11-11-11-0 11 9 6 6 6 0
23-17-8-8-8-0 8 7 1 1 1 0
23-17-9-9-9-0 13 9 5 5 5 0
23-18-10-10-10-0 4 4 1 1 1 0
23-18-12-12-12-0 1 1 0 0 0 0
23-18-7-7-7-0 5 4 1 1 1 0
23-18-9-9-9-0 19 13 6 6 6 0
23-19-10-10-10-0 1 1 0 0 0 0
23-19-11-11-11-0 2 2 2 2 2 0
23-19-7-7-7-0 2 2 1 1 1 0
23-19-9-9-9-0 1 1 0 0 0 0
23-20-9-9-9-0 1 1 1 1 1 0
24-13-5-5-5-0 1 1 1 1 1 0
24-13-6-6-6-0 3 1 1 1 1 0
24-13-7-7-7-0 4 2 2 2 2 0
24-13-8-8-8-0 14 4 4 4 4 0
24-14-3-3-3-0 6 4 1 1 1 0
24-14-4-4-4-0 7 5 1 1 1 0
24-14-5-5-5-0 1 1 1 1 1 0
24-14-6-6-6-0 1 1 1 1 1 0
24-14-7-7-7-0 16 7 2 2 2 0
24-14-8-8-8-0 31 13 8 8 8 0
24-14-9-9-9-0 10 5 1 1 1 0
24-15-10-10-10-0 3 3 2 2 2 0
24-15-6-6-6-0 1 0 0 0 0 0
24-15-7-7-7-0 4 3 2 2 2 0
24-15-8-8-8-0 28 21 11 11 11 0
24-15-9-9-9-0 3 1 0 0 0 0
24-16-10-10-10-0 1 1 0 0 0 0
24-16-11-11-11-0 5 3 1 1 1 0
24-16-6-6-6-0 3 3 2 2 2 0
24-16-7-7-7-0 24 13 4 4 4 0
24-16-8-8-8-0 16 13 9 9 9 0
24-16-9-9-9-0 11 9 6 6 6 0
24-17-10-10-10-0 4 2 1 1 1 0
24-17-11-11-11-0 3 2 1 1 1 0
24-17-12-12-12-0 1 1 1 1 1 0
24-17-6-6-6-0 3 1 0 0 0 0
24-17-7-7-7-0 1 0 0 0 0 0
24-17-8-8-8-0 3 2 2 2 2 0
24-17-9-9-9-0 38 29 18 18 18 0
24-18-10-10-10-0 7 6 3 3 3 0
24-18-11-11-11-0 1 0 0 0 0 0
24-18-12-12-12-0 1 1 1 1 1 0
24-18-6-6-6-0 1 1 0 0 0 0
24-19-10-10-10-0 7 6 4 4 4 0
24-19-11-11-11-0 4 2 0 0 0 0
24-19-12-12-12-0 4 2 2 2 2 0
24-19-13-13-13-0 4 2 2 2 2 0
24-19-9-9-9-0 1 0 0 0 0 0
24-20-11-11-11-0 1 0 0 0 0 0
24-20-13-13-13-0 1 1 0 0 0 0
24-20-7-7-7-0 1 1 0 0 0 0
24-20-9-9-9-0 4 4 2 2 2 0
25-13-6-6-6-0 2 2 0 0 0 0
25-13-7-7-7-0 7 5 3 3 3 0
25-14-3-3-3-0 2 0 0 0 0 0
25-14-5-5-5-0 2 1 1 1 1 0
25-14-7-7-7-0 11 5 3 3 3 0
25-14-8-8-8-0 8 7 3 3 3 0
25-14-9-9-9-0 2 1 1 1 1 0
25-15-10-10-10-0 1 0 0 0 0 0
25-15-4-4-4-0 5 3 1 1 1 0
25-15-6-6-6-0 3 3 2 2 2 0
25-15-7-7-7-0 4 3 1 1 1 0
25-15-8-8-8-0 4 2 1 1 1 0
25-15-9-9-9-0 9 8 5 5 5 0
25-16-10-10-10-0 12 8 5 5 5 0
25-16-11-11-11-0 5 2 1 1 1 0
25-16-12-12-12-0 5 3 3 3 3 0
25-16-4-4-4-0 5 3 0 0 0 0
25-16-6-6-6-0 2 2 0 0 0 0
25-16-7-7-7-0 7 6 2 2 2 0
25-16-8-8-8-0 13 7 3 3 3 0
25-16-9-9-9-0 24 12 7 7 7 0
25-17-10-10-10-0 12 8 5 5 5 0
25-17-11-11-11-0 3 3 3 3 3 0
25-17-12-12-12-0 6 5 4 4 4 0
25-17-6-6-6-0 9 6 2 2 2 0
25-17-7-7-7-0 9 8 3 3 3 0
25-17-8-8-8-0 3 1 1 1 1 0
25-17-9-9-9-0 30 20 8 8 8 0
25-18-10-10-10-0 9 9 5 5 5 0
25-18-11-11-11-0 4 4 3 3 3 0
25-18-12-12-12-0 11 7 6 6 6 0
25-18-13-13-13-0 2 2 2 2 2 0
25-18-7-7-7-0 7 4 1 1 1 0
25-18-8-8-8-0 7 5 1 1 1 0
25-18-9-9-9-0 9 7 3 3 3 0
25-19-10-10-10-0 9 6 4 4 4 0
25-19-11-11-11-0 9 9 6 6 6 0
25-19-12-12-12-0 7 6 4 4 4 0
25-19-7-7-7-0 2 1 0 0 0 0
25-19-8-8-8-0 2 1 0 0 0 0
25-19-9-9-9-0 4 1 0 0 0 0
25-20-10-10-10-0 1 1 1 1 1 0
25-20-12-12-12-0 5 3 1 1 1 0
25-20-9-9-9-0 17 15 9 9 9 0
25-21-10-10-10-0 1 1 0 0 0 0
25-21-11-11-11-0 3 3 2 2 2 0
25-22-11-11-11-0 2 2 2 2 2 0
25-22-14-14-14-0 3 3 2 2 2 0
26-12-7-7-7-0 3 1 0 0 0 0
26-13-7-7-7-0 1 1 1 1 1 0
26-14-7-7-7-0 2 1 0 0 0 0
26-15-6-6-6-0 3 2 1 1 1 0
26-15-7-7-7-0 1 0 0 0 0 0
26-15-8-8-8-0 10 3 2 2 2 0
26-15-9-9-9-0 6 5 3 3 3 0
26-16-10-10-10-0 3 1 1 1 1 0
26-16-6-6-6-0 1 1 0 0 0 0
26-16-7-7-7-0 3 2 1 1 1 0
26-16-8-8-8-0 9 7 3 3 3 0
26-16-9-9-9-0 5 3 2 2 2 0
26-17-10-10-10-0 20 12 7 7 7 0
26-17-6-6-6-0 9 6 2 2 2 0
26-17-7-7-7-0 14 9 2 2 2 0
26-17-8-8-8-0 7 2 2 2 2 0
26-17-9-9-9-0 8 6 1 1 1 0
26-18-10-10-10-0 9 7 2 2 2 0
26-18-11-11-11-0 5 4 3 3 3 0
26-18-12-12-12-0 1 1 1 1 1 0
26-18-13-13-13-0 5 4 4 4 4 0
26-18-6-6-6-0 1 1 0 0 0 0
26-18-9-9-9-0 13 11 5 5 5 0
26-19-10-10-10-0 2 2 1 1 1 0
26-19-11-11-11-0 7 6 4 4 4 0
26-19-13-13-13-0 6 4 3 3 3 0
26-19-7-7-7-0 2 2 1 1 1 0
26-19-8-8-8-0 2 2 1 1 1 0
26-20-11-11-11-0 4 4 1 1 1 0
26-20-12-12-12-0 2 2 1 1 1 0
26-20-13-13-13-0 3 2 2 2 2 0
26-20-8-8-8-0 2 2 0 0 0 0
26-20-9-9-9-0 1 1 0 0 0 0
26-21-12-12-12-0 2 2 0 0 0 0
26-21-13-13-13-0 3 3 1 1 1 0
26-21-9-9-9-0 18 16 7 7 7 0
26-22-11-11-11-0 1 1 1 1 1 0
26-22-12-12-12-0 1 1 1 1 1 0
26-23-11-11-11-0 1 1 1 1 1 0
26-23-14-14-14-0 2 1 0 0 0 0
27-12-6-6-6-0 6 0 0 0 0 0
27-12-7-7-7-0 11 4 3 3 3 0
27-13-7-7-7-0 3 0 0 0 0 0
27-14-7-7-7-0 4 2 1 1 1 0
27-15-6-6-6-0 9 4 0 0 0 0
27-15-7-7-7-0 1 1 0 0 0 0
27-15-8-8-8-0 2 1 1 1 1 0
27-16-6-6-6-0 1 1 0 0 0 0
27-16-7-7-7-0 8 4 0 0 0 0
27-16-8-8-8-0 7 4 4 4 4 0
27-16-9-9-9-0 4 1 0 0 0 0
27-17-7-7-7-0 6 1 0 0 0 0
27-17-8-8-8-0 4 3 1 1 1 0
27-17-9-9-9-0 18 14 8 8 8 0
27-18-10-10-10-0 9 6 5 5 5 0
27-18-11-11-11-0 10 4 3 3 3 0
27-18-6-6-6-0 12 8 3 3 3 0
27-18-7-7-7-0 11 8 4 4 4 0
27-18-8-8-8-0 7 4 2 2 2 0
27-18-9-9-9-0 4 3 2 2 2 0
27-19-10-10-10-0 1 0 0 0 0 0
27-19-13-13-13-0 2 2 2 2 2 0
27-19-6-6-6-0 1 1 0 0 0 0
27-19-8-8-8-0 15 10 3 3 3 0
27-20-10-10-10-0 1 0 0 0 0 0
27-20-11-11-11-0 4 3 2 2 2 0
27-20-12-12-12-0 3 3 3 3 3 0
27-20-13-13-13-0 6 6 3 3 3 0
27-20-8-8-8-0 16 13 6 6 6 0
27-20-9-9-9-0 2 1 0 0 0 0
27-21-12-12-12-0 5 3 1 1 1 0
27-21-13-13-13-0 2 2 2 2 2 0
27-21-9-9-9-0 2 2 1 1 1 0
27-22-10-10-10-0 4 3 1 1 1 0
27-22-12-12-12-0 1 1 0 0 0 0
27-22-13-13-13-0 4 3 1 1 1 0
27-22-9-9-9-0 2 0 0 0 0 0
27-23-11-11-11-0 2 2 0 0 0 0
27-24-14-14-14-0 1 1 1 1 1 0
28-13-7-7-7-0 1 0 0 0 0 0
28-14-8-8-8-0 3 2 1 1 1 0
28-15-6-6-6-0 5 1 1 1 1 0
28-15-7-7-7-0 3 2 1 1 1 0
28-15-8-8-8-0 7 3 2 2 2 0
28-16-10-10-10-0 2 1 0 0 0 0
28-16-6-6-6-0 20 11 5 5 5 0
28-16-7-7-7-0 19 13 6 6 6 0
28-16-8-8-8-0 2 0 0 0 0 0
28-17-6-6-6-0 3 1 0 0 0 0
28-17-8-8-8-0 5 5 2 2 2 0
28-17-9-9-9-0 7 3 1 1 1 0
28-18-10-10-10-0 4 2 1 1 1 0
28-18-6-6-6-0 3 2 0 0 0 0
28-18-7-7-7-0 21 14 8 8 8 0
28-18-8-8-8-0 8 6 3 3 3 0
28-18-9-9-9-0 22 14 7 7 7 0
28-19-10-10-10-0 2 2 2 2 2 0
28-19-11-11-11-0 4 3 1 1 1 0
28-19-13-13-13-0 4 3 1 1 1 0
28-19-7-7-7-0 4 1 0 0 0 0
28-19-9-9-9-0 9 7 4 4 4 0
28-20-10-10-10-0 7 4 3 3 3 0
28-20-12-12-12-0 2 2 1 1 1 0
28-20-13-13-13-0 6 5 3 3 3 0
28-20-9-9-9-0 18 14 5 5 5 0
28-21-11-11-11-0 3 2 1 1 1 0
28-21-12-12-12-0 13 9 6 6 6 0
28-21-13-13-13-0 2 2 2 2 2 0
28-21-7-7-7-0 3 2 1 1 1 0
28-21-8-8-8-0 5 4 1 1 1 0
28-22-10-10-10-0 11 9 5 5 5 0
28-22-11-11-11-0 14 12 5 5 5 0
28-22-12-12-12-0 10 8 4 4 4 0
28-22-13-13-13-0 7 6 5 5 5 0
28-22-14-14-14-0 1 1 0 0 0 0
28-22-9-9-9-0 18 16 5 5 5 0
28-23-11-11-11-0 6 6 3 3 3 0
28-23-12-12-12-0 2 1 1 1 1 0
28-23-13-13-13-0 4 4 2 2 2 0
29-15-6-6-6-0 1 1 0 0 0 0
29-15-8-8-8-0 4 1 1 1 1 0
29-15-9-9-9-0 3 3 1 1 1 0
29-16-10-10-10-0 3 0 0 0 0 0
29-16-11-11-11-0 1 0 0 0 0 0
29-16-6-6-6-0 10 5 2 2 2 0
29-16-7-7-7-0 1 1 1 1 1 0
29-16-9-9-9-0 15 8 5 5 5 0
29-17-10-10-10-0 1 1 0 0 0 0
29-17-5-5-5-0 1 1 1 1 1 0
29-17-6-6-6-0 1 0 0 0 0 0
29-17-7-7-7-0 2 1 0 0 0 0
29-17-8-8-8-0 12 7 3 3 3 0
29-17-9-9-9-0 17 10 5 5 5 0
29-18-10-10-10-0 3 2 1 1 1 0
29-18-5-5-5-0 15 9 2 2 2 0
29-18-7-7-7-0 2 2 1 1 1 0
29-18-8-8-8-0 6 4 2 2 2 0
29-18-9-9-9-0 1 1 0 0 0 0
29-19-10-10-10-0 2 1 0 0 0 0
29-19-11-11-11-0 2 0 0 0 0 0
29-19-13-13-13-0 1 1 1 1 1 0
29-19-5-5-5-0 2 1 0 0 0 0
29-19-7-7-7-0 4 3 1 1 1 0
29-19-8-8-8-0 3 2 1 1 1 0
29-19-9-9-9-0 9 4 2 2 2 0
29-20-10-10-10-0 7 4 2 2 2 0
29-20-11-11-11-0 2 1 1 1 1 0
29-20-13-13-13-0 1 1 1 1 1 0
29-20-5-5-5-0 6 5 1 1 1 0
29-20-7-7-7-0 3 2 1 1 1 0
29-21-11-11-11-0 4 3 1 1 1 0
29-21-16-16-16-0 3 1 1 1 1 0
29-21-7-7-7-0 7 5 0 0 0 0
29-21-8-8-8-0 2 1 1 1 1 0
29-22-10-10-10-0 14 11 7 7 7 0
29-22-11-11-11-0 12 9 6 6 6 0
29-22-12-12-12-0 2 1 1 1 1 0
29-22-13-13-13-0 3 1 0 0 0 0
29-22-14-14-14-0 1 1 1 1 1 0
29-22-15-15-15-0 3 2 1 1 1 0
29-22-16-16-16-0 2 1 1 1 1 0
29-22-9-9-9-0 1 1 1 1 1 0
29-23-10-10-10-0 10 7 4 4 4 0
29-23-11-11-11-0 6 5 1 1 1 0
29-23-9-9-9-0 3 3 1 1 1 0
29-26-14-14-14-0 4 4 2 2 2 0
3-3-3-3-0-0 4 4 4 4 0 0
30-15-8-8-8-0 1 1 0 0 0 0
30-15-9-9-9-0 4 3 1 1 1 0
30-16-10-10-10-0 1 1 1 1 1 0
30-16-9-9-9-0 1 0 0 0 0 0
30-17-10-10-10-0 9 4 2 2 2 0
30-17-11-11-11-0 1 0 0 0 0 0
30-17-7-7-7-0 5 4 1 1 1 0
30-17-8-8-8-0 3 2 0 0 0 0
30-17-9-9-9-0 1 1 0 0 0 0
30-18-10-10-10-0 3 3 2 2 2 0
30-18-12-12-12-0 1 0 0 0 0 0
30-18-13-13-13-0 4 1 1 1 1 0
30-18-6-6-6-0 3 1 1 1 1 0
30-18-7-7-7-0 3 1 0 0 0 0
30-18-8-8-8-0 4 3 2 2 2 0
30-18-9-9-9-0 4 3 2 2 2 0
30-19-10-10-10-0 1 1 1 1 1 0
30-19-11-11-11-0 3 3 2 2 2 0
30-19-12-12-12-0 3 2 1 1 1 0
30-19-6-6-6-0 1 1 0 0 0 0
30-19-7-7-7-0 1 0 0 0 0 0
30-19-8-8-8-0 2 1 1 1 1 0
30-19-9-9-9-0 4 2 0 0 0 0
30-20-10-10-10-0 12 7 4 4 4 0
30-20-12-12-12-0 1 1 1 1 1 0
30-20-15-15-15-0 3 2 2 2 2 0
30-20-7-7-7-0 11 6 1 1 1 0
30-20-8-8-8-0 4 3 0 0 0 0
30-20-9-9-9-0 4 2 0 0 0 0
30-21-10-10-10-0 13 9 5 5 5 0
30-21-12-12-12-0 1 0 0 0 0 0
30-21-16-16-16-0 3 2 1 1 1 0
